n_rows,spearman,spearman_ci_low,spearman_ci_high,kendall,kendall_ci_low,kendall_ci_high,check,predictor,target,predictor_source,model_type,warning
80,0.590574137234204,0.4097663793529009,0.7351810463107047,0.4632959795815842,0.3134072801023865,0.5986878539167287,fairness_debt_vs_perceived_unfairness,fairness_debt_index,perceived_unfairness_1_7,direct_session_metric,single_channel_proxy,small direct-matched sample; directional sanity check only
80,0.6550222847286294,0.5034343665623789,0.7727933524868521,0.5036749869763094,0.3815558636793972,0.6171733832846318,win_prob_deviation_proxy_vs_perceived_unfairness,tail_unfairness_p95,perceived_unfairness_1_7,direct_session_metric_proxy_for_balance_deviation,single_channel_proxy,small direct-matched sample; directional sanity check only
80,0.8786372437756585,0.8229370625259679,0.9134393235178999,0.7324907150991784,0.6631625520181091,0.793739806931652,rank_mmr_hysteresis_vs_progression_mismatch,rank_mmr_hysteresis_area,progression_mismatch_salience_1_7,direct_session_metric,single_channel_proxy,small direct-matched sample; directional sanity check only
80,0.6812218696877281,0.5514850532630953,0.7751421690462055,0.5138969653026714,0.40539703404280303,0.608832370899719,smurf_victimization_vs_system_concern,smurf_victimization,system_concern_1_7,direct_session_metric,single_channel_proxy,small direct-matched sample; directional sanity check only
80,0.8374546383459418,0.7339927231344324,0.905332471582331,0.7032601875036258,0.6009664631713194,0.7877907384931214,ruikin_l_oof_vs_perceived_unfairness_1_7,ruikin_l_oof_prediction,perceived_unfairness_1_7,direct_rows_5fold_oof,ruikin_l_direct_oof,small direct-matched sample; directional sanity check only
80,0.8309455990333203,0.7146395502338351,0.8950759171197189,0.6845839163728468,0.5771103798309293,0.7613087976729711,ruikin_l_oof_vs_system_concern_1_7,ruikin_l_oof_prediction,system_concern_1_7,direct_rows_5fold_oof,ruikin_l_direct_oof,small direct-matched sample; directional sanity check only
80,0.8901888812840385,0.8319885488433322,0.9223117625715869,0.746840049383859,0.6773415315049343,0.8037586636134638,ruikin_l_oof_vs_progression_mismatch_salience_1_7,ruikin_l_oof_prediction,progression_mismatch_salience_1_7,direct_rows_5fold_oof,ruikin_l_direct_oof,small direct-matched sample; directional sanity check only
