profile,seed,rating,policy,scenario,n_matches,prediction_log_loss,brier_score,rating_mae,rating_rmse,rating_volatility,expected_winprob_deviation,team_mmr_gap,role_mismatch_rate,within_team_variance,waiting_time_proxy,unfair_match_exposure,repeated_large_gap_exposure,new_player_unfair_exposure,low_activity_unfair_exposure,smurf_victimization,waiting_time_frustration,tail_unfairness_p95,cvar_unfairness_worst5,visible_rank_volatility,mmr_rank_divergence,exposure_risk_index,churn_risk_proxy,loss_streak_exposure,task_id,smurf_ratio,smurf_skill_gap,role_scarcity,role_scarcity_level,new_player_ratio,candidate_pool_size,n_players,days,matches_per_day,fairness_debt,fairness_debt_reduction_vs_nearest,smurf_victimization_delta_vs_nearest,risk_transfer_index,nearest_debt,nearest_smurf
risk_transfer,601,dynamic_k,nearest,risk_transfer,1164,0.6943267617722024,0.2505784395424434,361.2046370406762,458.92089136433486,0.1454453908735299,0.2428083092396429,51.878316123676726,0.006701030927835,77.22453877267925,5.990635738831615,2.647222222222222,1.7430555555555556,2.8421052631578947,0.8131868131868132,0.3736111111111111,0.6331944444444444,0.4620277390238121,0.4814063452447542,150.25772754045693,19.44405656332433,0.2418624321716037,0.2418624321716037,0.6513888888888889,risk_seed601_sr0.05_gap700_low_nearest,0.05,700,low,0.08,0.1,30,720,16,120,0.6721547522388231,0.0,0.0,0.0,0.6721547522388231,0.3736111111111111
risk_transfer,601,dynamic_k,role_aware,risk_transfer,192,0.6944622077000808,0.2506920608266732,348.5956974500529,441.819848374726,0.1130675091286164,0.1378862769867305,13.478794477534567,0.0096354166666666,6592.8511715261,6.045833333333333,1.0277777777777777,0.3736111111111111,0.6,0.3095238095238095,0.6513888888888889,0.3177777777777777,0.3116496346696732,0.3519503114315369,145.01198943324243,10.203673444685116,0.0842478478822036,0.0842478478822036,0.3069444444444444,risk_seed601_sr0.02_gap700_low_role_aware,0.02,700,low,0.08,0.1,30,720,16,120,0.161442853379486,0.31304086045321117,0.4805555555555556,1.535120862049196,0.47448371383269716,0.1708333333333333
risk_transfer,601,dynamic_k,multi_objective_without_smurf_penalty,risk_transfer,192,0.6926571788488983,0.2497495257136146,348.97138359711875,442.6068033296576,0.1154067063455321,0.1299502350335058,7.550551786619853,0.07265625,5854.220483788203,5.904687499999999,0.9166666666666666,0.2361111111111111,0.582089552238806,0.25,0.4375,0.2738888888888889,0.3206711239852394,0.3432051144554549,144.81737263471675,12.463471643770598,0.078138609263154,0.078138609263154,0.3986111111111111,risk_seed601_sr0.02_gap700_high_multi_objective_without_smurf_penalty,0.02,700,high,0.45,0.1,30,720,16,120,0.2177078623615518,0.3557225372577886,0.2166666666666667,0.6090889498790754,0.5734303996193404,0.2208333333333333
risk_transfer,601,dynamic_k,multi_objective_without_smurf_penalty,risk_transfer,192,0.6914174274848751,0.249135737547849,350.6938260245019,444.3949300140508,0.1127695848801681,0.1312264283105809,8.1835891590987,0.059375,5776.436420326197,5.974999999999999,1.0416666666666667,0.375,0.6666666666666666,0.369047619047619,0.4208333333333333,0.2919444444444444,0.2834226338474588,0.3344462150236244,145.48863447067424,11.217792879002811,0.0860969509398658,0.0860969509398658,0.3347222222222222,risk_seed601_sr0.02_gap700_low_multi_objective_without_smurf_penalty,0.02,700,low,0.08,0.1,30,720,16,120,0.21697572107407495,0.25750799275862224,0.24999999999999997,0.9708436515768272,0.47448371383269716,0.1708333333333333
risk_transfer,601,dynamic_k,multi_objective_with_smurf_exposure_penalty,risk_transfer,192,0.705034962853088,0.2559355796575842,349.4163555319012,443.0199852280329,0.1167544667351604,0.1334799271612284,13.76441916248344,0.0869791666666666,5559.683076268045,5.903645833333333,1.0277777777777777,0.3736111111111111,1.044776119402985,0.369047619047619,0.2847222222222222,0.2736111111111111,0.3031062343781023,0.3512201528738542,144.3871227109998,12.706783733940188,0.08973659695488,0.08973659695488,0.4069444444444444,risk_seed601_sr0.02_gap700_high_multi_objective_with_smurf_exposure_penalty,0.02,700,high,0.45,0.1,30,720,16,120,0.2795044848711065,0.2939259147482339,0.06388888888888891,0.2173639195564426,0.5734303996193404,0.2208333333333333
risk_transfer,601,dynamic_k,nearest,risk_transfer,732,0.6923625356153377,0.2496003244478508,367.5614470772463,468.4731341552432,0.1354474641550398,0.2262457432815575,46.56797495470617,0.0180327868852459,224.3920094263221,6.057650273224043,1.897222222222222,1.102777777777778,2.076923076923077,0.6593406593406593,0.3569444444444444,0.5013888888888889,0.458228388949583,0.4742137771077488,150.34450618260888,18.174559782498097,0.1753540379602209,0.1753540379602209,0.5277777777777778,risk_seed601_sr0.05_gap700_high_nearest,0.05,700,high,0.45,0.1,30,720,16,120,0.5093880660014711,0.0,0.0,0.0,0.5093880660014711,0.3569444444444444
risk_transfer,601,dynamic_k,multi_objective_with_smurf_exposure_penalty,risk_transfer,192,0.699217452751137,0.2530091847458023,349.49696367321604,443.33479773963575,0.1130702734528583,0.1224572086883865,9.224832351207732,0.0802083333333333,4390.586281440189,6.023958333333333,1.0694444444444444,0.3541666666666667,0.6190476190476191,0.3333333333333333,0.2236111111111111,0.2984722222222222,0.2840896872473162,0.3137471182619322,144.91872477748413,11.307499607657054,0.0856685581556913,0.0856685581556913,0.3277777777777778,risk_seed601_sr0.02_gap700_low_multi_objective_with_smurf_exposure_penalty,0.02,700,low,0.08,0.1,30,720,16,120,0.22771780268021277,0.2467659111524844,0.052777777777777785,0.21387791178808624,0.47448371383269716,0.1708333333333333
risk_transfer,601,dynamic_k,nearest,risk_transfer,732,0.6943650747899871,0.2505962536864897,339.5170649347707,425.8948690056033,0.1340101778795546,0.2178128095871273,46.06983431111785,0.017691256830601,51.53763237194929,6.028961748633879,1.8666666666666667,1.0472222222222225,1.3898305084745763,0.6224489795918368,1.3194444444444444,0.49875,0.4485605446732364,0.4704873332445881,144.14439526106,17.99914779905722,0.1708096325563755,0.1708096325563755,0.55,risk_seed601_sr0.1_gap300_low_nearest,0.1,300,low,0.08,0.1,30,720,16,120,0.5244160880473044,0.0,0.0,0.0,0.5244160880473044,1.3194444444444444
risk_transfer,601,dynamic_k,role_aware,risk_transfer,192,0.6911334190777763,0.2490019991499501,350.815639757374,435.350970347837,0.1123608258126998,0.1253080887002234,8.495819565610683,0.0114583333333333,2968.5750315148707,6.049479166666667,0.9444444444444444,0.2805555555555555,0.603448275862069,0.2637362637362637,1.4416666666666669,0.3055555555555556,0.2911549424387494,0.327720175780428,126.5239688100976,11.323418117149693,0.0786440137736784,0.0786440137736784,0.325,risk_seed601_sr0.05_gap300_low_role_aware,0.05,300,low,0.08,0.1,30,720,16,120,0.18433547680342657,0.5158922287054237,0.6861111111111113,1.3299504682069618,0.7002277055088503,0.7555555555555555
risk_transfer,601,dynamic_k,multi_objective_without_smurf_penalty,risk_transfer,192,0.6915458380668121,0.2492047856008876,348.80727081750194,434.17748381350617,0.1155664753766014,0.1314000551194157,8.654051030867803,0.06953125,3895.06793070486,5.8796875,0.9305555555555556,0.4291666666666666,0.6875,0.3516483516483517,1.448611111111111,0.2794444444444445,0.3054432561190681,0.3380762542543771,126.06980364597273,12.298080227231862,0.0893369935473097,0.0893369935473097,0.3652777777777777,risk_seed601_sr0.05_gap300_high_multi_objective_without_smurf_penalty,0.05,300,high,0.45,0.1,30,720,16,120,0.31417067701535045,0.23396947792946315,0.37083333333333357,1.584964571511896,0.5481401549448136,1.0777777777777775
