policy,unfair_exposure_per_player,smurf_victimization_per_player,low_activity_exposure_per_player,tail_p95,fairness_debt_index
multi_objective,11.510416666666668,13.311591666666667,4.485345186582997,0.3240969275871675,0.31826198322930177
