profile,seed,rating,policy,scenario,n_matches,prediction_log_loss,brier_score,rating_mae,rating_rmse,rating_volatility,expected_winprob_deviation,team_mmr_gap,role_mismatch_rate,within_team_variance,waiting_time_proxy,unfair_match_exposure,new_player_unfair_exposure,smurf_victimization,tail_unfairness_p95,cvar_unfairness_worst5,visible_rank_volatility,mmr_rank_divergence,churn_risk_proxy,loss_streak_exposure
medium,101,glicko_like,expanding,baseline,1470,0.6937913973455041,0.25031621970390494,349.5217768640487,457.621629782583,0.13739579080633646,0.22956030409077505,37.59789489044185,0.0,88.6721117805535,6.126326530612245,3.6166666666666667,2.676056338028169,1.711111111111111,0.4576435847447658,0.4740386572625252,140.47245641440205,18.01996939944365,0.2794489898833667,0.6680555555555555
medium,101,glicko_like,role_aware,baseline,336,0.6957700688695888,0.25129174457046266,364.38217192359855,475.73946288928505,0.10915843606363092,0.13655594085687048,9.289518076956956,0.0,3993.9373490447883,5.944642857142857,1.8333333333333333,0.41025641025641024,3.154166666666667,0.3109069335029686,0.3578969645097855,139.96475789132955,10.666968900981864,0.12543546127793273,0.3875
medium,101,glicko_like,fairness_constrained,baseline,1092,0.6941175968559374,0.2504801733418366,351.50708017974137,459.9060070052524,0.1316933238981674,0.21750345263165985,36.16495330248508,0.0,805.4206077661967,6.069871794871795,2.9916666666666667,1.9733333333333334,2.448611111111111,0.45199818160236127,0.4742330639268975,140.15221925037324,18.34117746815642,0.23028619526126662,0.6486111111111111
medium,101,glicko_like,multi_objective,baseline,336,0.6957700688695888,0.25129174457046266,364.38217192359855,475.73946288928505,0.10915843606363092,0.13655594085687048,9.289518076956956,0.0,3993.9373490447883,5.944642857142857,1.8333333333333333,0.41025641025641024,3.154166666666667,0.3109069335029686,0.3578969645097855,139.96475789132955,10.666968900981864,0.12543546127793273,0.3875
medium,101,drift_aware,random,baseline,966,0.6940540815600377,0.2504792000223468,343.6310545662492,449.21558939650384,0.17882675375701199,0.21088698343321455,45.42421185359875,0.0,5244.354410420386,6.061180124223603,2.85,2.3692307692307693,1.9152777777777779,0.4442610210127229,0.4685135190873309,127.44463869958308,29.156761507409232,0.2583763212870459,0.9291666666666667
medium,101,drift_aware,nearest,baseline,1470,0.6940756746596207,0.25045898315535764,337.23601914393004,439.3469889576382,0.1694543965417382,0.22252290024239316,47.719556320777684,0.0,75.84577850837209,6.126326530612245,3.486111111111111,2.537313432835821,1.7583333333333333,0.456371532931438,0.4741728924727219,130.4388834486814,25.95568506821819,0.27269727479318223,0.6055555555555555
medium,101,drift_aware,expanding,baseline,1470,0.6940756746596207,0.25045898315535764,337.23601914393004,439.3469889576382,0.1694543965417382,0.22252290024239316,47.719556320777684,0.0,75.84577850837209,6.126326530612245,3.486111111111111,2.537313432835821,1.7583333333333333,0.456371532931438,0.4741728924727219,130.4388834486814,25.95568506821819,0.27269727479318223,0.6055555555555555
medium,101,drift_aware,role_aware,baseline,336,0.6962463159910295,0.25154455512474094,353.6316710483379,457.5197030415862,0.13543427479101827,0.1439315566833019,8.648166452529258,0.0,3596.8691592468886,5.951190476190476,2.0277777777777777,0.5569620253164557,3.2736111111111112,0.3222469781110667,0.35023259679828356,130.8852183933229,20.38160206710289,0.14965320394702317,0.3902777777777778
medium,101,drift_aware,fairness_constrained,baseline,1344,0.6939912738393251,0.2504200836346565,337.7145075747352,441.97910749975256,0.16736904977310638,0.2244226431313842,47.70122312477882,0.0,559.8786636579518,6.115252976190478,3.577777777777778,2.3529411764705883,2.2555555555555555,0.4544175321415858,0.47311967146907574,130.92863105307595,26.123231253514174,0.28117904593529663,0.5902777777777778
medium,101,drift_aware,multi_objective,baseline,336,0.6962463159910295,0.25154455512474094,353.6316710483379,457.5197030415862,0.13543427479101827,0.1439315566833019,8.648166452529258,0.0,3596.8691592468886,5.951190476190476,2.0277777777777777,0.5569620253164557,3.2736111111111112,0.3222469781110667,0.35023259679828356,130.8852183933229,20.38160206710289,0.14965320394702317,0.3902777777777778
medium,101,context_aware,random,baseline,966,0.6937909536327886,0.25020265748643356,352.00555852399515,461.76703732246784,0.17927233165569384,0.20924544837543158,45.994165351727126,0.0,6213.998918746605,6.090165631469979,2.7222222222222223,2.3970588235294117,1.898611111111111,0.44348988832201475,0.46585179799137166,141.487549628418,26.09038486404278,0.24199026956449565,0.9388888888888889
medium,101,context_aware,nearest,baseline,1470,0.6942504185866336,0.2505465517692507,339.99044086130203,444.3361797899658,0.17098646511157858,0.22911847989726164,48.50233489454273,0.0,76.976196328362,6.126326530612245,3.6555555555555554,2.739130434782609,1.9597222222222221,0.4559565896710664,0.4764520665772197,142.80215031130797,25.4104124864436,0.2975320848505285,0.7277777777777777
medium,101,context_aware,expanding,baseline,1470,0.6942504185866336,0.2505465517692507,339.99044086130203,444.3361797899658,0.17098646511157858,0.22911847989726164,48.50233489454273,0.0,76.976196328362,6.126326530612245,3.6555555555555554,2.739130434782609,1.9597222222222221,0.4559565896710664,0.4764520665772197,142.80215031130797,25.4104124864436,0.2975320848505285,0.7277777777777777
medium,101,context_aware,role_aware,baseline,336,0.6967196145445295,0.25177639510967836,363.6277239079537,471.9532013124084,0.134039202269898,0.1371156643515349,8.18817894659154,0.0,4016.344858401157,5.942857142857143,1.9861111111111112,0.475,3.1819444444444445,0.2929690659913707,0.3273672715908653,142.61242719093275,15.23434556191202,0.1400505260148321,0.4222222222222222
